Price,Close,High,Low,Open,Volume
Ticker,OR.PA,OR.PA,OR.PA,OR.PA,OR.PA
Date,,,,,
2000-01-03,49.3242073059082,53.86203538155532,45.805748188256985,52.61248779296875,6559370
2000-01-10,49.3242073059082,51.79041767120361,46.693582916259764,49.52150614213897,5197680
2000-01-17,44.720619201660156,49.850339293563806,44.26026189335629,49.32421235477223,5714780
2000-01-24,44.19451141357422,46.36477970462888,43.43821051042293,45.34541020056855,5314030
2000-01-31,46.95665740966797,46.95665740966797,43.50396208568531,44.0629688965406,4472500
2000-02-07,44.39179992675781,47.84449547661675,42.02423826750126,47.48278250724284,4723600
2000-02-14,43.60261154174805,44.589095920362084,42.74765640660828,44.39179703763167,3777650
2000-02-21,45.8386344909668,46.430526066180356,42.813417016842365,43.602607456299964,5051410
2000-02-28,42.5832405090332,46.627827290615016,42.35306183410975,45.64134295449842,5114140
2000-03-06,40.77467727661133,43.56971563831452,39.689543732681834,43.20800278449878,4595750
2000-03-13,43.405311584472656,46.03593652898615,40.77468663995916,40.77468663995916,5248210
2000-03-20,44.720619201660156,45.97016691815139,41.72828415388914,42.74765070746927,5313110
2000-03-27,44.39179992675781,44.687743252595126,42.681894562712486,44.0629717791522,4084420
2000-04-03,46.56206130981445,49.521514231603035,43.56972357077632,44.917920797709684,7290800
2000-04-10,45.11521530151367,48.962503152009226,44.391794469222674,46.69359121947867,3907430
2000-04-17,46.23323440551758,48.63367560138252,43.14224715214717,43.306661207618404,3329660
2000-04-24,49.0611686706543,50.31071689106052,46.23324903238795,46.23324903238795,5780370
2000-05-01,52.185020446777344,52.28366988402455,47.68007630933056,49.061153378235,3754710
2000-05-08,50.44224166870117,52.25079668966858,48.83098556612,51.19854749915517,1763130
2000-05-15,51.29718780517578,52.94132843995706,49.48863310691638,50.50800230748838,4406500
2000-05-22,49.98187255859375,52.612497430098685,48.995388231779394,51.6917777215682,5860630
2000-05-29,50.771053314208984,51.85618697678009,48.07466407396929,50.08051735985885,4602650
2000-06-05,50.3764762878418,51.82332329366651,49.45575637822968,50.771069101241316,3256360
2000-06-12,53.92782211303711,55.63772766433675,49.916119276424915,50.376476726479474,6692730
2000-06-19,55.339393615722656,55.5044872660819,50.419599812062096,54.150717317832736,3175390
2000-06-26,59.89596176147461,59.8959617614746,54.57995035881643,55.27334052181151,6965670
2000-07-03,59.36764907836914,59.49972191973132,52.99503623665312,59.49972191973132,5707707
2000-07-10,55.999759674072266,59.103517812026475,54.546932749593026,57.8157895509781,2875627
2000-07-17,51.509220123291016,57.55164887617493,51.17903281480838,57.55164887617493,4749647
2000-07-24,55.10824966430664,57.32050825604741,51.34411705320134,51.509210677166614,5282985
2000-07-31,56.957298278808594,59.10351531540138,54.51391474475977,54.94315412147241,3740511
2000-08-07,55.6035270690918,59.301628045928126,54.84410047681097,56.561073051337985,3283155
2000-08-14,54.08468246459961,57.08938396703049,53.58940149887665,56.75919665654852,2930232
2000-08-21,54.513916015625,55.66957136996254,52.96203193776574,53.95259367005505,4160165
2000-08-28,54.6459846496582,55.73560347811852,53.65542299437739,54.679005386803745,4358156
2000-09-04,50.221492767333984,55.207318214830245,50.221492767333984,54.01864690045924,5222644
2000-09-11,52.40070724487305,53.721456035106804,49.49505889870741,51.04694275783752,11757554
2000-09-18,56.792205810546875,57.056356612666036,52.16958440736283,52.30165728929366,8238307
2000-09-25,58.07994079589844,58.5752217181088,55.70259337694032,56.32995223469496,3848857
2000-10-02,53.52336120605469,58.44314976411475,52.66487224506386,56.46202604329731,4021023
2000-10-09,55.306358337402344,56.462013586243586,51.93844976271642,54.1507030885611,4239227
2000-10-16,55.86769104003906,56.66014359558548,52.36770862738229,54.97618632352547,3578899
2000-10-23,57.84880065917969,57.98087857178431,53.88655396967071,55.47145365312574,3378374
2000-10-30,59.23558044433594,59.43369477555716,56.66012436800052,56.66012436800052,3523827
2000-11-06,58.344093322753906,59.598806036435775,56.1978759308601,59.367675940345016,4341727
2000-11-13,59.433712005615234,62.93369928347141,56.858250144386936,58.4101293946597,4906462
2000-11-20,60.16012954711914,62.00918058057147,57.8488182744331,59.43371844049813,4215990
2000-11-27,59.23558044433594,62.141228752125635,58.9053932511384,61.414817934742395,5760942
2000-12-04,56.82522964477539,60.22615440314979,55.47145985910135,60.22615440314979,4421912
2000-12-11,55.207313537597656,59.43371183101001,54.24977241784577,57.12240081535962,4043919
2000-12-18,57.91484069824219,59.334646857936136,55.20730629967322,55.20730629967322,4306443
2000-12-25,60.29219055175781,60.62237778361134,57.38654190379527,57.914838451806524,1635967
2001-01-01,53.688453674316406,60.82049589019728,52.99505837190416,60.292199265830945,3678168
2001-01-08,54.41485595703125,55.339381199259535,51.179020128360854,53.68844506608661,5221316
2001-01-15,51.90543746948242,54.34882627316737,51.17902648826825,54.15071189726447,4446626
2001-01-22,53.45730972290039,54.81107936097433,51.83939433537934,52.63184166023511,4008109
2001-01-29,52.20260238647461,55.20730311669966,51.839394422985194,53.82051777672985,3933535
2001-02-05,53.82052230834961,54.77806332798038,51.83939878779687,52.169586041222324,2983784
2001-02-12,55.73561096191406,55.834668148394286,52.499774779192755,53.12712856313786,3433140
2001-02-19,52.829959869384766,55.99975947685088,52.20260611123886,55.801645112037654,4404583
2001-02-26,52.73091125488281,55.47146687605382,52.334687499134105,53.52336380463862,7679789
2001-03-05,52.829959869384766,53.886558059120944,52.301658255387885,53.16014711856842,3139931
2001-03-12,50.848838806152344,53.12712891917682,48.99978810698913,52.829962396002436,3514057
2001-03-19,48.702606201171875,51.83938422768803,45.30167743845575,51.4101399111451,5545980
2001-03-26,50.782798767089844,52.69788577607257,48.80167531743685,49.660159122665334,5302472
2001-04-02,50.91487121582031,51.77336005201192,46.39130705186633,50.78279833560196,4943387
2001-04-09,53.39127731323242,54.77806275547399,50.485628505804904,50.485628505804904,3022106
2001-04-16,54.08468246459961,54.81109354000826,49.52809657229662,53.39128709728405,3496079
2001-04-23,55.50447082519531,55.50447082519531,52.499765263372495,53.787493339435485,5902123
2001-04-30,54.01863479614258,55.669571005825944,51.245058940920046,55.33938376388927,3985557
2001-05-07,53.490333557128906,55.273342660396864,52.829959068769284,54.31580166757843,3764332
2001-05-14,50.8818473815918,53.19315768375938,50.254488705192344,52.89598619338386,6815059
2001-05-21,51.344112396240234,52.697882005270316,49.528082697337844,51.50920600523136,4550002
2001-05-28,51.6082649230957,52.76392022510501,49.594120810005144,51.773358537668464,8149705
2001-06-04,51.6082649230957,53.754481912541564,51.6082649230957,51.6082649230957,4171823
2001-06-11,48.94358444213867,52.596090895033214,48.94358444213867,51.998412074219594,6379150
2001-06-18,50.670230865478516,50.703432431560316,48.54513303803216,49.40845482209174,6576839
2001-06-25,50.637027740478516,51.467142949338815,48.37911335905426,50.00614220839314,6667422
2001-07-02,50.23856735229492,53.06095871965284,49.873314678106276,50.603814959863044,4648563
2001-07-09,52.86172103881836,54.45554281753354,49.57446773684686,50.470990904055476,7214099
2001-07-16,53.65864181518555,53.9242745925255,51.467135935787695,53.260182515934694,4934131
2001-07-23,53.89107131958008,54.75438795179684,51.135088275806694,53.791456497926525,5458320
2001-07-30,53.45941162109375,55.31887144325822,52.529681710011516,54.25632007823829,4368501
2001-08-06,51.13508987426758,54.189912411873756,50.80304383612298,53.19377429743997,3776019
2001-08-13,49.80691146850586,52.8285327909103,49.17602594988654,52.33046367622524,3457808
2001-08-20,51.6995735168457,52.62930355190708,49.57448063666634,49.873320081290565,4032872
2001-08-27,49.74049377441406,52.19763224464231,48.14667189825138,51.59994840775379,7976820
2001-09-03,51.334327697753906,53.725058539746335,49.30884451590654,50.338189424705284,8722676
2001-09-10,46.48644256591797,52.26404125817685,43.830074419294085,51.59994922152088,9034433
2001-09-17,44.39456558227539,48.97680308789051,42.50190369661007,46.51966380707894,10055203
2001-09-24,50.271766662597656,51.06868017056317,45.158259852955254,46.48644396627747,8074536
2001-10-01,53.32659912109375,54.18991583482962,48.87717888893219,50.769840412583996,7299684
2001-10-08,53.12736511230469,55.38527914290171,51.467134952545166,52.496479678244214,8173750
2001-10-15,52.13124465942383,53.79147538106153,51.46715237076875,52.496497444832954,5034408
2001-10-22,52.0648193359375,54.02388891709175,51.20149761771539,52.463273564878314,4952984
2001-10-29,50.23856735229492,52.031613959027034,49.60767683020731,51.56675152516924,5022095
2001-11-05,51.500343322753906,53.72505079868775,50.30497554068351,50.30497554068351,4571182
2001-11-12,50.10573959350586,52.46326823051228,49.74049203187296,51.633153226864934,5666487
2001-11-19,50.13896942138672,52.33047607175185,50.13896942138672,50.736653513906504,4042467
2001-11-26,51.03548049926758,51.334325005481766,49.01000249026939,51.00227893188,7550307
2001-12-03,52.96133041381836,53.359784550943296,49.939710162934,50.37137092257737,5877822
2001-12-10,49.74049377441406,52.861724270825086,49.70728714645689,52.463270068439435,4403853
2001-12-17,52.1976432800293,52.695712404965874,49.2756367337438,50.03934373863745,4465734
2001-12-24,53.72506332397461,53.79147153476727,51.799194811257365,51.99842451025704,1679880
2001-12-31,52.72891616821289,54.38914649424843,51.43393347393265,53.72505436383421,2693496
2002-01-07,51.06867599487305,53.75824556446254,50.3381758056001,52.562883000184954,5105392
2002-01-14,50.769840240478516,51.66636865035617,49.906523529669215,50.603817211482024,4902757
2002-01-21,51.99840545654297,53.392997638656794,50.138945835977964,50.769831207266165,4742709
2002-01-28,51.99840545654297,53.426199198576256,50.86944602026427,52.197630015919316,6085630
2002-02-04,50.60380554199219,52.39685688164016,50.03932838689952,52.39685688164016,4992432
2002-02-11,51.03548049926758,52.031618720072885,50.30498015066789,50.80304926107054,3743832
2002-02-18,50.70342254638672,51.865583531710804,50.23856017890501,50.80303735845275,5936647
2002-02-25,53.45941162109375,53.791457656007374,50.10574464181797,51.13508937669837,10620472
