Price,Close,High,Low,Open,Volume
Ticker,FGR.PA,FGR.PA,FGR.PA,FGR.PA,FGR.PA
Date,,,,,
2000-01-03,4.714155197143555,5.177456929924167,4.695493501124317,5.1482468141124915,350538
2000-01-10,4.74661111831665,4.987592857840775,4.662226536853641,4.841543192113675,301698
2000-01-17,4.607864856719971,4.965686202003132,4.607864856719971,4.783124205868611,249378
2000-01-24,4.600561618804932,4.775821409721112,4.549444489307116,4.673586686446375,192120
2000-01-31,4.542140960693359,4.637073019474338,4.5056286661067535,4.549443605322287,191244
2000-02-07,4.143750190734863,4.6330162486540285,4.038270174750417,4.564048528038082,616710
2000-02-14,3.833801031112671,4.267892664266887,3.724263905223072,4.177017467231861,434694
2000-02-21,3.658541679382324,4.103993083384365,3.658541679382324,3.8338012291421815,393030
2000-02-28,4.125899791717529,4.308461721186818,3.6439361772060677,3.79728822581701,799338
2000-03-06,4.454510688781738,4.739307304246733,4.308461523336284,4.4869661104672804,1315884
2000-03-13,4.162413120269775,4.505629595914211,4.125900818148282,4.454512001520832,273768
2000-03-20,3.928732395172119,4.264646590135081,3.89627697347026,4.16971407541304,254856
2000-03-27,4.118597507476807,4.366881864688867,3.870313150264746,3.8962774910754945,225984
2000-04-03,4.086142063140869,4.177017255570999,3.9360355443971766,4.1624124300002014,150042
2000-04-10,4.133203506469727,4.194868601261564,3.9433393264611944,4.074783723061011,215904
2000-04-17,4.082085132598877,4.111294783308682,3.84110319284785,4.016362722083275,242340
2000-04-24,4.038270950317383,4.20622809840419,4.038270950317383,4.082085898886039,110352
2000-05-01,4.089386940002441,4.17701681269416,4.0163623556119985,4.038269823784929,130422
2000-05-08,4.114539623260498,4.144561294556056,4.089386845565245,4.1405044248812715,114168
2000-05-15,4.19486665725708,4.235436280699323,4.1185967680282,4.147806878335457,221946
2000-05-22,4.15510892868042,4.242738792602195,3.943337376574716,4.194866526999907,242892
2000-05-29,4.3230671882629395,4.330369833667844,4.147807877056803,4.147807877056803,111942
2000-06-05,4.209472179412842,4.323066865350434,4.129956502819266,4.323066865350434,97230
2000-06-12,4.454510688781738,4.527535735783439,4.209471674707174,4.209471674707174,532464
2000-06-19,4.366882801055908,4.5242915349036155,4.308463021705086,4.520234663816923,161508
2000-06-26,4.386427402496338,4.630941032481309,4.386427402496338,4.630941032481309,211488
2000-07-03,4.430883884429932,4.512388416218346,4.349379352641518,4.512388416218346,210180
2000-07-10,4.971776962280273,5.060691160768724,4.39795194256051,4.445702387085288,756300
2000-07-17,4.823587894439697,4.9643684131863495,4.749492562252654,4.9643684131863495,259812
2000-07-24,4.93472957611084,4.93472957611084,4.779130198593938,4.816177624566192,365940
2000-07-31,5.063983917236328,5.064807371308216,4.8235871474370855,4.897681997065825,270744
2000-08-07,5.034346580505371,5.038463380505581,4.897682858791135,4.967661392539972,156900
2000-08-14,4.919910430908203,5.023643500608334,4.6753968675615125,4.897681882323635,147072
2000-08-21,5.060693264007568,5.260749822667093,4.779132146554625,4.8902744697726845,537174
2000-08-28,5.149605751037598,5.175127176798349,5.060691545784582,5.060691545784582,206790
2000-09-04,4.971776962280273,5.183359439652283,4.946255538461184,5.130669683832038,644814
2000-09-11,4.986596584320068,5.119967418321677,4.967660907851041,4.975893564880913,318456
2000-09-18,4.779129505157471,5.0755093410153185,4.593891931089999,5.038461920418526,334182
2000-09-25,4.779129505157471,4.779129505157471,4.667986772283583,4.779129505157471,186720
2000-10-02,4.779129505157471,4.779129505157471,4.460520651641334,4.738788739731613,239772
2000-10-09,4.742082595825195,4.779130020416231,4.467930805901118,4.579073550757788,189084
2000-10-16,4.686100006103516,4.789833099320398,4.460522066158599,4.749492792185365,194502
2000-10-23,4.779129505157471,4.816176925754262,4.546141493111379,4.660577570814332,122940
2000-10-30,4.635056018829346,4.853224701746107,4.571663719291946,4.78324618315179,131346
2000-11-06,4.635056018829346,4.8309961535435635,4.635056018829346,4.742082431816934,160212
2000-11-13,4.593892574310303,4.779130174314076,4.579073698213403,4.667987425878382,222066
2000-11-20,4.620237350463867,4.65646132135606,4.341969229544731,4.5938924730573385,766584
2000-11-27,4.667988300323486,4.667988300323486,4.297513030915533,4.5716648810241916,327348
2000-12-04,4.697625160217285,4.816177098820512,4.564253875976008,4.7791296768924445,319464
2000-12-11,4.660579204559326,4.768428159326602,4.63835065019243,4.742083746876722,136632
2000-12-18,5.068100452423096,5.075509654349751,4.667987060459781,4.667987060459781,545874
2000-12-25,5.24592924118042,5.24592924118042,4.897682559951303,5.068101298983728,324534
2001-01-01,5.094912528991699,5.375854220628274,5.0299497109970766,5.375854220628274,144624
2001-01-08,5.163248538970947,5.2619580323322985,5.018981374924447,5.038385541174561,1581066
2001-01-15,5.20121431350708,5.20121431350708,5.079726207315133,5.163249340665949,175860
2001-01-22,5.216400623321533,5.2358047923407876,5.163249275810921,5.163249275810921,119892
2001-01-29,5.189403057098389,5.239179979030131,5.163249547554557,5.163249547554557,132906
2001-02-05,4.984391689300537,5.205432673398861,4.783598723224559,5.170842610996621,123618
2001-02-12,4.882308483123779,4.984391944153388,4.825782220159848,4.935459352118492,183684
2001-02-19,5.011389255523682,5.011389255523682,4.749852224480567,4.935459305463052,316542
2001-02-26,5.55049467086792,5.747912774266166,5.01139027447052,5.01139027447052,1682520
2001-03-05,5.732725143432617,5.732725143432618,5.5504929917135195,5.558085696315898,566058
2001-03-12,5.429004669189453,5.747910801006169,5.409599536022075,5.732724909669845,256896
2001-03-19,5.466969966888428,5.618830337614654,5.418036896478945,5.466969966888429,314592
2001-03-26,5.345482349395752,5.493967822705095,5.284737809381984,5.451784570293563,572448
2001-04-02,5.618830680847168,5.618830680847168,5.326920902893929,5.451784407669356,852528
2001-04-09,6.0668182373046875,6.2870158638849665,5.554711794078951,5.576647027063674,1748160
2001-04-16,5.766472816467285,6.066818692184714,5.766472816467285,6.066818692184714,288660
2001-04-23,5.964735984802246,6.01366907276697,5.76731786650813,5.76731786650813,526176
2001-04-30,5.93487548828125,6.080752035898049,5.93487548828125,6.022742428737682,186006
2001-05-07,6.080754280090332,6.088432175796055,5.835066987006371,5.873455977398699,170328
2001-05-14,5.980940818786621,6.10378415434785,5.835063808654636,6.0270067035200645,502506
2001-05-21,6.073075771331787,6.27696198077468,5.939142414005028,5.988620879639374,827298
2001-05-28,6.003976345062256,6.142175528764867,5.988621042918495,6.04236533262604,1264350
2001-06-04,6.0653977394104,6.169473256573053,5.911843273576684,6.003975562567962,1034310
2001-06-11,5.9271979331970215,6.123406206283909,5.927197933197021,5.969851757044042,460032
2001-06-18,6.0653977394104,6.103786233834783,5.904165379437331,5.950231768001065,386328
2001-06-25,6.357150554656982,6.357150554656982,6.003975252655947,6.126819111863705,1107096
2001-07-02,6.560184001922607,6.824639132581823,6.440753172221541,6.824639132581823,554028
2001-07-09,6.611368656158447,6.654022975012157,6.142175053857375,6.491937832522224,406656
2001-07-16,6.568713665008545,6.645490644363814,6.415159218161877,6.568713665008545,493020
2001-07-23,6.227482795715332,6.628430566928066,6.014213151237444,6.568714910270666,335412
